SampleName,Absiella,Acetivibrio,Actinomyces,Agathobaculum,Alistipes,Anaerobutyricum,Anaerostipes,Anaerotignum,Anaerotruncus,Angelakisella,Bacteroides,Bariatricus,Barnesiella,Bifidobacterium,Blautia,Butyricicoccus,Butyricimonas,Butyrivibrio,Christensenella,Clostridioides,Clostridium,Collinsella,Coprobacter,Coprococcus,Culturomica,Dorea,Eggerthella,Emergencia,Erysipelatoclostridium,Eubacterium,Faecalibacterium,Faecalicatena,Faecalitalea,Flavonifractor,Fournierella,Fusicatenibacter,Gemmiger,Gordonibacter,Granulicatella,Haemophilus,Holdemanella,Holdemania,Hungatella,Intestinibacillus,Intestinibacter,Johnsonella,Lachnoanaerobaculum,Lachnoclostridium,Lactobacillus,Lactonifactor,Marvinbryantia,Massilioclostridium,Mediterranea,Merdibacter,Merdimonas,Mogibacterium,Mordavella,Negativibacillus,Neglecta,Odoribacter,Oscillibacter,Parabacteroides,Paraprevotella,Phascolarctobacterium,Phocea,Prevotella,Prevotellamassilia,Provencibacterium,Pseudoflavonifractor,Roseburia,Ruminococcus,Ruthenibacterium,Schaalia,Sellimonas,Solobacterium,Streptococcus,Subdoligranulum,Traorella,Tyzzerella,Unclassified_Bacillales,Unclassified_Bacteria,Unclassified_Clostridiales,Unclassified_Clostridiales_Family_XIII_Incertae_Sedis,Unclassified_Erysipelotrichaceae,Unclassified_Lachnospiraceae,Unclassified_Ruminococcaceae,Veillonella
DRR127476,0.0004994285618046796,0.00018395605516269444,0.0010024339351230429,0.00033153836042063315,0.14243746551727393,0.010143317881629983,0.0017964802571188447,0.005364249508125303,0.0013166720177085229,0.0032085594272542924,0.16125503347917933,4.047546316109852e-05,0.00031365007663777626,0.01075646389652191,0.060988901928628346,0.0007202818971526827,0.0031636378677488398,0.00025216922662556896,0.0009981597936397067,0.00019471279750380775,0.008841484401074262,0.011118369189449894,0.00023606073381812704,0.002940877016735236,0.0001452838103518656,0.0046464661247728615,0.001161362521943482,0.0010259994844704968,0.012602627945349476,0.010428293859719077,0.009869597098779829,0.0007306327875893966,0.00025415227130904755,0.004823885273269718,0.0015051133995441928,0.002523601923455244,0.002562501540875867,0.00015884940267196188,0.0008241059986608027,0.005122257126974065,0.0009056664587770422,0.002343464448801895,0.0007267341748814976,0.00010039268279669398,0.00012645187053736368,0.00012431602559280882,0.00028213392361627575,0.010239961349555262,0.0005703052924081462,0.0007148114317297309,0.00021961020406330612,0.00022924961561873448,0.003255017518475031,0.00036969226023300547,0.01471771187590395,0.0005386316157587426,0.0017386927544566994,0.017676378674693623,0.0003737813221278467,0.029661695548104234,0.011894781911986112,0.05446317572785143,0.006222797067767615,0.03191517474012801,0.0008499685104968204,0.05321660596885961,0.07700056087100936,0.0005897395956930368,0.002996110284507546,0.025336786726928635,0.007903545893893662,0.006495386899175259,0.0009396096221583704,0.01600700772954528,0.0008359860182157193,0.02654277092593144,0.0010832432272420884,0.00025390808313745434,0.004651312148348595,0.00038920644034677615,2.9795735429375166e-05,0.011489166221452136,0.0010484228847335451,0.0005342105304555296,0.029621771694549333,0.05265814843718509,0.0036269971956045264
DRR127478,0.0005011471771728819,0.0002471397720591392,0.00014650504344064117,0.0012000499828658333,0.0068979157699062136,0.022545004500796616,0.0009217446246529317,0.0005965855918496751,0.0006459906100626121,0.0003479332615822962,0.35993628498707037,6.655587230402914e-05,0.008294904196801497,0.005144394653329583,0.16824343719991447,0.0006653469567978447,0.0006038955985720384,6.172719086448337e-05,0.0008647667126352593,0.0005992470416241143,0.002017092219945306,3.0715940101071635e-05,0.0006343747776311869,0.0028945217227104277,0.0002684619461770688,0.0037325627903498004,0.005640843866577598,0.0007663051803559791,0.013942753785465405,0.005924886803091973,0.005847031551304492,0.0024051860166861127,0.0007112421108704598,0.004328241407294506,0.00028411170784558133,0.0023422486286647655,0.0004273405049983497,0.00038892338387776974,0.00017379670608541053,0.001991508378957809,0.00023572179721816192,0.000173099969871835,0.0012470571535200864,0.00017898139315742313,0.00040243168678987136,1.8703185028475533e-05,4.504474746921255e-05,0.01823284082882549,9.448704481058647e-05,0.00017499390142227105,0.00015684246948339996,0.00017350462857352165,0.0012705901544802032,3.2355475189613045e-05,0.0002946224857783354,0.00015334271214007211,0.00023211606710910534,0.0002571159717774889,0.00031763938714871563,0.004724040301832954,0.002129666563169821,0.016892912161409177,0.0002832235709112377,0.011374273045695514,0.00038459781579604983,0.0006371244357307516,0.0016731110675819213,5.3586355489774273e-05,0.00041098537881151676,0.0038946711480916524,0.1380619150913398,0.001174945035552626,0.0003135163554204697,0.000816955023468761,0.0001597424953364336,0.007516760375076585,0.0006212605359175661,0.0011291966127872112,0.1364667572696141,0.0003178637475074934,0.00037335158875105714,0.002008402955484706,0.00015319473749883267,0.001985633291501563,0.00896998547695522,0.00041132286510260814,8.678746507734134e-05
DRR127481,0.00027283527546376256,4.554857975178811e-05,3.0576945109429696e-05,0.0002798539896529865,0.06976578395603812,0.004403449986180068,0.03604565976823669,0.0033315286613218886,0.002231987549097142,0.0018234333874917034,0.5807398224956838,1.9056306299942046e-05,0.0003758232954414527,0.015347728645537012,0.025039876674605954,0.0003130640426467089,0.002278693854602078,5.7505044546904386e-05,0.0005037229681478667,0.00014275861174138614,0.008761735674421976,0.019940180850382516,0.0023686860632359513,0.0007096711206556543,0.0008934791598739782,0.004597874916889678,0.0007975987467517395,0.0013686302150083852,0.0007967261253366863,0.014764046415957249,0.010963872555913303,0.000468029899948332,0.0026320287107935714,0.004960214350366917,0.0011792262328367681,0.001164774277960055,0.008912537080590257,0.00015669542697500398,3.206488421963755e-05,0.0,5.2270989842774294e-05,0.001281987956464861,0.00030683893330412493,5.115430403364806e-05,4.5024522085591266e-05,5.245440607891259e-05,0.0,0.008167412398324237,0.0008110437698023692,0.00017973450389731146,6.293375589018117e-05,0.0005356358172455697,0.0009923270141526136,0.0010667896839191638,0.00042121387085999,0.0,0.0002382350416535659,0.0029881778222160516,0.0005722604112929227,0.009784879636321051,0.01181599098791538,0.06606286628121415,0.013321595023321881,0.00036128275217875693,0.00010179937159309201,0.002607635650550955,0.0003338545866959533,0.0005044929026504866,0.0011188445364310965,0.007830350598412713,0.015379270496456023,0.0025072923773138524,2.8388886258642107e-05,6.54539324894164e-05,5.364435675447892e-05,0.002352896734630241,0.0008107145999560318,0.00022303622516044617,0.0015601142729388744,0.0,0.0008677264798115893,0.011358560107158999,1.556437331519097e-05,0.0007751928346438735,0.0023876434584961994,0.0014063786895845388,2.2251900967897274e-05
DRR127485,0.0010211787254003554,0.0002140077144041387,9.567955146373124e-05,0.0004339078884615454,0.0939684807421718,0.0039460887539235785,0.006698459744423497,0.0006173403420022698,0.0012028028401548775,0.0016535058029185199,0.16333924905737834,9.322065248698432e-05,0.010323030970543011,0.025906712777775225,0.02970109540076247,0.00028171049295789695,0.0018310093455030359,0.0018383384319484736,0.0012695325986245543,4.485793412753507e-05,0.006601652696378742,0.010689553613164784,0.00673274327820917,0.02071888718233061,0.0022612831494986676,0.00966357492613722,0.00011213076709149589,0.00032143836170794534,0.0008791046294130231,0.051106219057335756,0.030706934623846147,0.00030050850265315716,0.0007275717751714056,0.00037006545953177026,0.0008467437457797632,0.004176307261382048,0.0165323355990217,0.00013696610056371423,0.00014137601818976824,0.0067202077811385355,0.00014623270210538047,0.000289031084410067,0.0005726353685748524,0.0002568721084107276,0.0014422292125733278,0.00041951430275690696,0.00011667823816655501,0.002686279920519688,0.004482368673930426,0.00010896828707109245,0.00015290405695940948,0.00020092341307617666,0.0011422494615619715,0.00014318483985581763,0.0002282195554466848,0.0004074200739762487,0.0002758462555411746,0.003979742544100324,0.0006662921509903878,0.007869024795123133,0.0027802150252905196,0.01615878767853527,0.006532691880283882,0.00014179574992558914,0.0003835508866178721,0.08776759858588608,0.0002493588765453724,0.0003528836298545066,0.0014320516313364746,0.06518007288317608,0.1632127651382826,0.001391532230570184,0.00016180003413750934,7.43351973349427e-05,0.0006366194656959001,0.0036155645881692667,0.0025367938934949806,0.000734932049627018,0.0024916511213538906,0.00037549043185034436,0.0010067932063788296,0.012127519675898738,0.0003286361571054332,0.0009003170933425045,0.08046261527006855,0.007734222826813374,0.001416973451296568
DRR127491,0.00032153859446652295,0.0001970643687759101,0.0001544526675439156,0.0006853856741773018,0.00391975598878254,0.0070763447905145055,0.02252069487616954,0.0002240415300945475,0.0002909161836151896,0.00015992709498866448,0.094248469630021,2.3064767446146605e-05,0.00046947050348348726,0.09156521866488745,0.06456628834785759,0.00018666117924435403,0.0004574285666486084,0.001004258203300766,0.000536270568282749,0.00037154392779688154,0.013732246791237577,0.022380143565490573,0.0026941504709536643,0.005183607672236826,3.358992022900295e-05,0.028313331558899046,0.00010320840691576719,0.0004154544502251562,0.00017653289030033942,0.022036137939552457,0.046149184429934376,6.826291570222732e-05,0.0003203224909977856,0.00048113698010509236,0.0002519660061292679,0.054572238907482154,0.03150234375645007,1.0682686757750435e-05,0.00032635172546590757,6.673498097979001e-05,0.00019840432722226153,0.00011682314504402872,0.0002804141466758568,0.00011143252014445757,2.2223201502378823e-05,8.470191195643402e-05,0.00011640236537574627,0.002219715179333084,0.02410990553409049,9.765829073493594e-05,0.00012001172096275879,0.00020257107770138322,0.00019766620549188066,9.562434808468692e-05,9.812998877789541e-05,0.0002652108061872145,0.00017025737205278758,0.00013784741797398295,8.031271517372245e-05,0.0008132822363176956,0.0003698132154573373,0.004602399504308445,3.535918125231987e-05,0.018883066026395886,4.659902689906092e-05,0.15345043087921245,0.003273778002554558,0.00017405721722778137,0.00028874581962416636,0.09705934779311373,0.023882919208934067,0.0002853341120593983,0.00034821838790949583,2.6561719696696406e-05,0.0001280058410401378,0.0051999965218236435,0.0009463920408720394,0.00017542227959383078,0.0029015102647688812,0.0005198232577273887,0.002665187972248424,0.003992971136246103,0.00035836498568746385,0.0027814078242001414,0.1296721815673411,0.0003352130993137573,0.00026187392954561147
DRR127507,0.0002375786803576272,0.0001310940159677543,0.0001132067581352184,0.0002680998260486541,0.0013688985286770784,0.0007420026656894767,0.009404535341810108,0.00019902908315790055,0.00027558762276048103,9.669601394731181e-05,0.44478737442751876,1.8859332887475235e-05,2.1180483352899034e-05,0.00035049736554875784,0.030506019324856186,5.744050164069414e-05,0.0005711149842801619,0.00027173769512169147,0.0014702784163608763,0.00030128338712012877,0.002638317920928324,0.008803153443712162,0.00011005700200419601,0.0020368374576570747,2.0393970876083866e-05,0.00808778631834999,0.0007613939853941729,0.00023335013030272752,0.009762068782899634,0.00371681741830458,0.09450845339249099,0.00010426426751262258,0.00027811107279897946,0.0003224738642259378,6.93711278654756e-05,0.005716831133838544,0.0021336726080043145,0.0,0.002099500229137661,0.04418475198171604,0.0025690029401006795,0.00022698909912743492,0.00030419596834362674,2.0353544872850126e-05,9.647520890113437e-05,8.639183034467608e-05,0.0002269228458903046,0.0030083586026722585,0.0048646322858687035,7.407311652167104e-05,0.00015232351445516767,0.00040920898515055644,0.001831790174516812,6.967610061550698e-05,0.00010141647210041412,0.0005000356342373921,0.0002031021001972863,0.00032622882890521093,1.3460459674211498e-05,0.00022587668902329205,0.00015710598366222654,0.0022857040188910193,0.00031366735612607346,0.005131996722512293,0.00011995492141011579,0.04721156756587816,0.00029260892256025397,0.00017102989621575764,0.00013620291275161697,0.00866716304112903,0.10399603568400989,0.001833141021270813,0.00044707514114537985,2.7602994619026826e-05,0.0069427119423456285,0.04346178570332661,0.0002741224267384084,0.0005459388928971416,0.008694826247572016,0.007227080324277657,0.00044142776969071013,0.0028689114310487566,0.00013910299863501645,0.0002979107637357676,0.0038777671377778107,5.594117308951824e-05,0.06229098204190531
DRR127509,0.005580098943639926,9.674012018736436e-05,0.00010529575660799628,0.00035174033599937585,0.025358340226552093,0.009900540392233334,0.01625726676344912,0.021425665789220585,0.0016790473329707897,0.0014445962751138434,0.45233067065195903,5.694491140644576e-05,0.0009099996854017553,0.01784724316622428,0.11085136044610555,0.0004914605850528191,0.000738296883554644,0.00018255073607718035,0.0009197564245102076,0.00019937286594294226,0.007427540268618206,0.030363533030813423,0.00019157617816961873,0.0013206433355125297,0.00011376840074215715,0.0012337853350611503,0.0031542280350198883,0.0009020069899379048,0.0017677961000231645,0.006367369390069291,0.0007825058564035342,0.0007906557034016149,0.0007660810850994575,0.013140451777771373,0.0022526866724823557,0.01769319394302011,0.01235003178756079,5.887552506965435e-05,0.000308064363972398,0.00033635992142395075,0.025964480882322356,0.00012690690386861286,0.0005475493857008821,3.849067573484461e-05,0.0002481097926447428,3.832410537084145e-05,7.632793857634454e-05,0.014612815798794756,0.00042220823643932676,0.000687614584891614,6.628643401021043e-05,0.000488713068874249,0.0028108493045424735,0.00019260110492152831,0.0043519528838932425,0.00020057235591120463,0.0008144768746960027,0.0014820905690794029,0.0007386260481929511,0.014080216054439699,0.008088975612025977,0.021301237792041308,0.00019410313603360118,0.0170020663305048,0.00022607173466220764,0.003665898816814566,0.0001222191345185601,0.0002888414077978218,0.0006483155821481907,0.035712319611766165,0.013830673451944926,0.0009552593898525384,0.00023025894883567884,0.0013467636890779544,0.00013291768021962949,0.006279161260943538,0.000537061687640421,0.00021966244718437061,0.006104742485805362,0.00043479972502327236,0.0013979739156163536,0.014468333135766946,5.850646911084651e-05,0.001027792188650916,0.029330370706071193,0.00028525111232637296,7.306755232945454e-05
DRR127514,0.00021823792041743991,0.00017025256788503869,0.0050725387052043954,0.0002069190712833972,0.004490686674719866,0.023188652883099275,0.01680674513536749,0.0015858894061496394,0.000637283016598522,0.00014980392645773995,0.3210475580945469,5.2649341225403886e-05,0.010545211078600793,0.0978507064180922,0.09793905095771523,0.00019022714241430028,0.0007290256180814562,0.0001930943236696956,0.00024176353570894228,0.00032564830815936537,0.00986387132367341,0.00842242920507159,0.0006593254114769517,0.0015501295919138271,0.0,0.007463325473852875,0.002762159898610077,8.265794393212297e-05,0.0033054139243524766,0.007742258165850309,0.017623926227198657,0.00044233066362314667,0.0005861465842658472,0.005921339251873689,0.00020908070900461847,0.005063672647863669,0.0017658691128595828,0.0005680676161797273,0.0024553300413864636,0.04823801740169063,0.00031373899323312187,0.0007768840207029373,0.00047395668024082454,1.602489915329666e-05,0.0008623421474428638,0.00011738273101594535,0.000723130435372268,0.008042567764802966,0.0019807150357163293,5.823984204256688e-05,2.7711144123840035e-05,9.46710791873102e-05,0.0014438803843448702,0.0001553366557252927,0.006674821292113981,0.009787195242816913,0.0008388808181351981,0.00025931878990323475,0.00014752182534541635,0.0012537626718114139,0.003976076043522411,0.02802789444896629,0.00020942975534942872,0.008574420535841945,0.0003307055724898876,0.00408213178450733,0.00024386325175003744,6.375728485438196e-05,0.00021100177899591605,0.0730684721465489,0.006951660744361002,0.0015956239254943706,0.013931318743264505,9.246610068648472e-05,0.00209406122847889,0.07258358729069718,0.0006982138329659634,9.918272566691892e-05,0.0038175252483849537,0.008529152746290878,0.004032390138814889,0.008409033073511114,0.006348731301733458,0.004644606373319366,0.003951378028209587,0.00022017873538536696,0.0027977593866009257
DRR127515,0.00047740195692055784,0.00018290884184679864,0.00016352882453353162,0.0007450869666474439,0.09528997155894006,0.008431463772736658,0.012567548656642374,0.0028708268194460253,0.002181522772150346,0.004548058780410878,0.10864596127001058,0.0001208225585726843,0.010125697906633055,0.07099799315695622,0.16503143517923632,0.0007710451450560041,0.002560076917848648,0.00027289904437382406,0.001723917925982626,0.00043646637449078554,0.0030156174623338803,0.07897912870101528,0.005415111809646253,0.010434743642453477,0.0011148325105347534,0.009422335534450165,0.0012651825330100247,0.000795544751754307,0.001583098981748066,0.01448399962724276,0.0246940649007288,0.0006980266067740822,0.0101683592002689,0.004239187726841663,0.0031616989900949887,0.03382266820670002,0.016215729191059704,0.0016031716255696955,0.0006703230462925814,0.0020231638138884143,0.00022330227931455636,0.00016081000895970516,0.00043751573713063043,4.915217383548173e-05,0.00022031310154416132,0.00010821316473220257,7.493489107963594e-05,0.0054251638219865814,0.0002791647425054385,0.0008610730301435316,8.83185994771576e-05,0.0006813688432512047,0.0008232456110447435,0.0018958299347932898,0.0023330727891961805,0.000126730008224448,0.0011688568811256547,0.004918129488689968,0.0002897402201552293,0.05028275781264794,0.011738773687254497,0.01538714431516685,5.869586164431628e-05,0.01611579880759234,0.00025149054015101126,0.0058324219188933945,7.80199335796406e-05,0.0019091794891801643,0.0042150266236892385,0.024987200654190442,0.050873503537121174,0.010866464133666341,0.00025486621111858976,0.00024373829358864693,0.00012680624797526056,0.013268592700017234,0.002005374109922743,0.0002908485223164804,0.0038628746157208307,0.0010162774464050981,4.0863993167727365e-05,0.016615710510676843,0.00015488886872114065,0.00033091889740533747,0.024695510112326916,0.012111153651686234,0.0002695398851405517
DRR127517,0.0014715540746942802,0.00023707380599780062,0.00010290903415647168,0.00023174397138997924,0.01862357729298343,0.001861024119285985,0.005046526731175576,0.0005252153084331673,0.002837759573189776,0.0017007864098005704,0.37474909642017046,7.620256294513143e-05,0.0005094601703969267,0.01476932714786829,0.02379583837979672,0.00014664386561296654,0.0006744490371187044,0.001644510321075388,0.001700286644246621,0.0002477394148324174,0.011159234597297415,0.004725290616840197,0.00012339165487654054,0.006225516358685883,8.631778651579582e-05,0.01006382116475877,0.0010939852939558933,0.0004371742248155136,0.0007428714589615331,0.0844217620729882,0.030116973058116007,0.00018738147413498578,0.002358213674844259,0.002481516481106002,0.0007196065146594549,0.014239356025140678,0.026205807537452917,0.00016871395613161742,0.00017584324804923438,0.009413633358149053,0.004886671825645623,0.00019278462871552099,0.000552430788388141,0.00026132716343950526,0.0015656709108100133,0.00023999610157615997,5.155965654260803e-05,0.005563684841089311,0.0008584937035944185,0.00019771795154212055,0.00010032799700452797,0.0002832983703591442,0.002782414512435851,0.0009410828787136196,0.0004213185689112008,0.001195849047134107,0.00025904062563996056,0.0016690337960193898,0.00015884567044834242,0.006053951027038539,0.003234456861647812,0.0212768805103952,9.35516500959184e-05,0.0008011378588459237,0.0005127866884710325,0.000875274592557451,0.00037324587660374735,0.00016131953428306524,0.0004363084984481453,0.015985170082059207,0.07083397242051864,0.005993457676933855,9.336852712393066e-05,7.939552500053085e-05,0.00042704728939964206,0.05072813013215352,0.0009044338834614961,0.0007966930625986501,0.010345993773914333,0.0001813867910634501,0.0008953635465328997,0.006260767433074373,0.0003314938248448307,0.0010418151702008874,0.07599327057433149,0.04028685745408575,0.006722785853655607
