SampleName,Absiella_dolichum,Acetivibrio_ethanolgignens,Agathobaculum_desmolans,Alistipes_finegoldii,Alistipes_obesi,Alistipes_putredinis,Alistipes_shahii,Anaerobutyricum_hallii,Anaerostipes_hadrus,Anaerotignum_lactatifermentans,Anaerotruncus_colihominis,Angelakisella_massiliensis,Bacteroides_barnesiae,Bacteroides_caccae,Bacteroides_caecimuris,Bacteroides_cellulosilyticus,Bacteroides_coprocola,Bacteroides_coprophilus,Bacteroides_dorei,Bacteroides_faecichinchillae,Bacteroides_fluxus,Bacteroides_fragilis,Bacteroides_nordii,Bacteroides_ovatus,Bacteroides_pectinophilus,Bacteroides_plebeius,Bacteroides_pyogenes,Bacteroides_salanitronis,Bacteroides_salyersiae,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Blautia_hansenii,Blautia_obeum,Blautia_sp_N6H1-15,Butyricicoccus_pullicaecorum,Butyricimonas_faecalis,Butyrivibrio_crossotus,Clostridiales_bacterium_CCNA10,Clostridium_bolteae,Clostridium_citroniae,Clostridium_glycyrrhizinilyticum,Clostridium_innocuum,Clostridium_phoceensis,Clostridium_scindens,Clostridium_sporogenes,Clostridium_symbiosum,Coprobacter_secundus,Coprococcus_comes,Coprococcus_eutactus,Dorea_formicigenerans,Emergencia_timonensis,Eubacterium_eligens,Eubacterium_ramulus,Eubacterium_rectale,Faecalibacterium_prausnitzii,Faecalitalea_cylindroides,Flavonifractor_plautii,Fournierella_massiliensis,Fusicatenibacter_saccharivorans,Gemmiger_formicilis,Hungatella_hathewayi,Intestinimonas_butyriciproducens,Lachnoclostridium_phocaeense,Lachnoclostridium_sp_YL32,Lachnospiraceae_bacterium_Choco86,Lachnospiraceae_bacterium_GAM79,Lactobacillus_rogosae,Marvinbryantia_formatexigens,Mediterranea_massiliensis,Merdimonas_faecis,Odoribacter_splanchnicus,Oscillibacter_sp_PEA192,Parabacteroides_distasonis,Parabacteroides_johnsonii,Parabacteroides_sp_CT06,Paraprevotella_xylaniphila,Pseudoflavonifractor_capillosus,Roseburia_faecis,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Ruminococcus_faecis,Ruminococcus_gnavus,Ruminococcus_lactaris,Ruminococcus_torques,Ruthenibacterium_lactatiformans,Solobacterium_moorei,Subdoligranulum_variabile,Tyzzerella_nexilis
DRR127476,0.00079074065170664,0.000291255931417114,0.0005249216389175801,0.12145934332062493,0.0005149533374421963,0.02162664191276679,0.07167906075367023,0.016059821975749396,0.0018387229298507985,0.007932124425573103,0.0017585297337773748,0.0050800826516181246,0.00023591216915751462,0.0006629543486293418,0.009024330417641583,0.0004582924758790714,0.021797845351573766,0.01703119555332102,0.05476460603350473,0.0004133647792987951,0.004011423060373877,0.0009407673948323457,0.008130725654032283,0.03226745581739768,0.0023893719220043565,0.0064850764361498,0.0005440265417315259,0.0003681128626487714,0.0016372614566314348,0.002357350356161899,0.019718502430376633,0.04239827404170299,0.031166109411753344,0.0011695343735802673,0.013599612976923152,0.0007187504372757464,0.001140415707721886,0.004892129547530543,0.0003992572188537445,0.00774737724050995,0.006636821333756151,0.0007856338110286238,0.0023081530966822606,0.0014210954968128114,0.008725715743424073,0.000437634945001666,0.0009747063381584568,0.0029808937891772345,0.00029157638735859495,0.004558697599331651,9.756595195431586e-05,0.0007952854345918294,0.0016244555539019546,0.013922515826351184,0.0019680283031744484,0.04225391138023757,0.015626442376003497,0.00040239695527512784,0.007637613217313634,0.002383032212149345,0.003995595731230028,0.004057185137969549,0.0011506315397476698,0.0072563837012571426,0.0010184281454341268,0.00031982943742197857,0.0020030011103245537,0.002600707510650935,0.0007586107224056123,0.0003477068176776825,0.0051536393204561805,0.023302417944078824,0.046880716859175484,0.018200172363567788,0.009292817603750968,0.009054962686751235,0.05458681583159118,0.009852497404281669,0.0047437138765063416,0.0028049316338539672,0.004321702836568383,0.002588067027486227,0.03040080005892684,0.0030021920794845044,0.07811014399659454,0.001022473815474783,0.0006282795967168236,0.010284086379003106,0.0013236089791758142,0.0017150890457106154,0.00736437977472861
DRR127478,0.0005421894786579621,0.00026737970454968193,0.0012983301197944587,0.0005198217469975161,0.00022992235913668385,0.0012263997605454922,0.0046291697341819095,0.024391366036591488,0.000700775697170445,0.00039543822443484036,0.0006988951111400959,0.0003764278485399749,0.0005039152952517833,0.03604276326924991,0.007766694761930464,0.000733527615198824,0.02116635887285213,0.0017395367377435408,0.16960262081693864,0.0003548057578811991,0.0005738693995569062,0.0012998404899791914,0.020034552948065176,0.005090728137015913,0.0008395689717039603,0.0053174183145447045,0.001172955138100796,0.00047992980320836064,0.0045340995197227915,0.0022277069075022885,0.022681680273152576,0.015912387000411133,0.0719361409041242,0.01789839542718318,0.053278610374120745,0.002174619972386186,0.0007198366788534026,0.000629751990113188,6.678244427642318e-05,0.0011262715981663581,0.009464016687736583,0.0005746274003625224,0.0028953245933870477,0.0031168848767393954,0.0007906889548782228,0.00090594916941552,0.0012446532027599413,0.004190635556823297,0.0006516150168552713,0.003058115744678925,7.345776363422481e-05,0.0021778744941601735,0.0008290630480529954,0.0006557739224413022,0.0050381273848773365,0.0012039851595927172,0.006325884157190029,0.0007694904947242915,0.004682710107967458,0.0003073795199773791,0.0025340710687570753,0.0004623382833792867,0.0013491870227386074,0.00014599913485568528,0.000329333627750974,0.0010947357306616452,0.005023120443557463,0.0034552660185219676,8.886737784868916e-05,0.0001696873506109685,0.0013746472988870279,0.00031875109596788613,0.004323709688614709,0.002304079232999462,0.0034696857286428775,0.008810710388194018,0.005899978206773543,0.0003064186475563766,0.000444643726282011,0.0013513397188729176,0.0005518626671727801,0.0010884446431749133,0.0012219848448337435,0.1459754322215388,0.08954528641692128,0.0031889210399531926,0.015274687365803568,0.001271169160069472,0.00017282487901973073,0.0006721397254597536,0.14764293474735057
DRR127481,0.0002978301445328926,4.972135684318729e-05,0.00030549185417750663,0.0064445539587426985,0.00650929179001779,0.03888329425213165,0.020983762088844105,0.00480685697110879,0.0393273748011095,0.0036078040425666686,0.0023866337598274293,0.0019904809904791286,0.000325489921750354,0.03912895748919385,0.00088917443878131,0.1398473042037293,0.03061800464315778,0.00732456553091973,0.06540814320838036,0.005044369719747392,0.0071359790876647485,0.0020478335030250103,0.0007985223541967966,0.00016062551248209676,0.00024620797332914734,0.026115611254165748,0.0004928269304824819,0.003353033636991845,0.07207669816957255,0.0023222485535164413,0.017752792079886635,0.09218420628148764,0.12029522689883788,0.0007173289687909921,0.017031871744419023,0.00028248332402738407,0.0003417443324036188,0.002420263992463539,6.2773172199464e-05,0.010268492574450474,0.0030536324775684064,0.000306771071451651,0.0012413272752236464,0.00028686859781462996,0.007586653161321201,0.0009626569708136627,0.0019270507919470594,0.001980029300876171,8.411042166150422e-05,0.0007216631237478914,5.302208540046166e-05,0.0006056188879262895,0.00149401258343579,0.014183255188538307,0.0012513243910857506,0.0005694542398481099,0.011968290179550386,0.0028731530041997376,0.00541462739512992,0.0012872570043069816,0.0012714810830944552,0.009729028632221408,0.00033494893099489923,0.001641251347588509,0.00039358605183741844,0.00024094484349796377,0.0004174618873727567,0.0012841635641193993,0.0008853447662592454,6.869921633450921e-05,0.0010832356539915984,0.00045980193662366813,0.009730243725780229,0.012805504094114637,0.029790127177510763,0.006359614784284558,0.03593382518391662,0.01454200731360921,0.0012213436456436847,0.0005525782871226249,0.003781759836282192,0.0007373119115279183,0.00347605130795402,0.000986694409449408,0.008389583303095277,0.00021796700161074093,0.00014521402431946458,0.00273698937885613,5.8558800721069274e-05,0.0008849854406451221,0.0017030387973380936
DRR127485,0.0016495763583319824,0.0003457005687651072,0.0007009196105405537,0.005431945334054136,0.005668058035698596,0.09382157815941819,0.016160915001800526,0.006374373608106684,0.010820457336993059,0.0009141820424187783,0.0015326241236755056,0.0026710153795945733,0.0006554786209889452,0.011634331988560079,0.005126796278676256,0.0008805870205830413,0.01424423176853691,0.01082650217564972,0.0029725092805682205,0.0008590164924874774,0.007504561038674377,0.0014981245913967829,0.005597556544132334,0.019421192782079166,0.0038073084649127642,0.022070517251217548,0.000329838622197021,0.0006883129754358043,0.0015944635371476217,0.02423490406535263,0.01742535398177336,0.04969881650284765,0.06614788073725072,0.0007041422296923815,0.013704489088572216,0.0004509424624678578,0.0004550652667535817,0.0029221786205002225,0.0029481465343609396,0.00829587264154852,0.0008565439175027587,0.0002581819421764064,0.0008923995895588597,0.0009517798273364894,0.0011215514987644077,0.00025777921839917,0.006618978121917278,0.0007314029903832106,0.00043541236395002657,0.010949679765040434,0.022518885155875634,0.007113669112169708,0.0005192402749347431,0.05668089209089919,0.0037171327057906266,0.0761665145249287,0.04960290704497746,0.0011752939710351366,0.0005977907861716768,0.0013678001997702778,0.0067462605243808925,0.02670575607758046,0.0009250151246300817,0.0038525801396133656,0.00053843371074584,6.052977415542953e-05,0.0015550980811388892,0.05209733896244213,0.003932380760213859,0.0002469958599601677,0.0018451497864601018,0.0003686578791839716,0.012269418949133767,0.0040388349265993405,0.005901374085217378,0.015762414420579022,0.003242174821154194,0.010552681733316343,0.0023132860646281677,0.02978231279429997,0.015426294086130608,0.038581493804292814,0.02149950689135448,0.011980220824896975,0.029456093379443934,0.0009643061345468921,0.0026321089250724754,0.0022478324433419946,0.001028372794834891,0.004097848034416958,0.004024925980890711
DRR127491,0.00048539579896475976,0.00029748906779969144,0.0010346606368304234,0.0004964689997285214,0.00025667470531644064,0.0035065478934915724,0.0011637440819753236,0.010682475113262093,0.03399732060406831,0.0002418218614265652,0.00043916809928201564,0.0002414265079964392,2.8913371348184207e-05,0.00600163797935781,0.0020218995788173497,0.00023608236788338804,0.007577406911263302,0.0025180391343942524,0.0430202547286848,0.00014557780632734675,0.0003237945173755789,0.008055105940915616,0.00039508923342991445,0.009152767646627643,0.003055252619385283,0.00324855195345137,0.000335032696637236,0.0005017432924581194,0.0026598348174373464,0.0021983982086906354,0.0032263676825668493,0.019787438994424082,0.0303508743072068,0.0016276020931586782,0.058986996779194646,0.0009312356696783139,0.0002817843761037239,0.0006905357813922498,0.0015160317341277726,0.0024301347095678255,0.0004403941882281097,0.00011390575406757542,0.0012255698998249699,0.0001821374744763291,0.0011834545350663745,0.00012678889917393517,0.0194070207600796,0.0006467106727649725,0.0010373433387346725,0.007132811519138446,0.0006923809488444819,0.011509541485022872,0.0006271715068453487,0.0026733160601691416,0.02225866277744853,0.1884728312607371,0.06966697196989921,0.00048355996486897736,0.000726326086164186,0.0003803687736459555,0.08238244478782458,0.04755604950719727,0.000423314187189806,0.00024380814204114255,0.0004368605157008299,0.00011589705993046076,0.000995789187856985,0.006259302126011173,0.03634103292771196,0.00018117011825129176,0.00029839760263383644,0.00014813737798498916,0.0012277337391993087,0.0005582713374811693,0.0007928382072664705,0.0031421036884164547,0.002956680146290443,5.337834502631225e-05,0.00043589171012812584,0.0409279358592916,0.0019227060926036447,0.0037748916297246017,0.09989560098763019,0.028558023466914644,0.030624630393299206,0.0059543176178498015,0.004225160682429409,0.0004307413843267013,0.0001932380701822803,0.001428676770747037,0.004380130153609216
DRR127507,0.0003162421065989844,0.0001744998655172157,0.00035686894817675395,0.0005880239755044956,2.101606435336267e-05,0.0005474103634566459,0.00047150446524376184,0.0009876832624311225,0.01251842153345452,0.00018708811322033498,0.00036683598984214497,0.0001287125221185317,0.0002006002516019442,0.0006837488752504691,0.013043995935226944,8.741558204557315e-05,0.028077109826319113,0.0025406757911155147,0.00915933579001536,0.00015145997300614012,0.0008321294733400948,0.12747926570576412,0.0009709618531148968,0.15188197695716357,0.0014695405675399587,0.051532861681099135,0.00024616643063209127,8.703959603700666e-05,0.002511310512644609,0.006865357739369673,0.0859454837521634,0.005984804473692029,0.10201048727884879,0.00030905551816566963,0.012273458141977809,0.0007342999738066941,7.645932377270385e-05,0.0006877521975139373,0.0003617113329288574,0.002025649431367761,0.001929200435961531,0.0002830671438688241,0.0004924310575282534,0.00016473453004363522,0.0003614908650508118,0.0004887354852591107,0.002856733832153662,0.0004700334685715951,0.00011942383888271984,0.0024014339932900914,0.00030980999307930187,0.005555955756003569,0.00031061346359445314,0.0014142033156691264,0.0025780567970609867,0.0011829403803866685,0.12580064990370157,0.0003701949661394742,0.00042924648791051124,9.23402368440726e-05,0.007609700997220481,0.0028401417136088205,0.00040491669413727393,0.00032363159415379296,0.0001379276623567565,9.55862801014677e-05,0.0007287781369921371,0.0031731983868311785,0.0057486475989337454,0.00020275855149692347,0.002438304576675457,0.000134995946322262,0.00022983690553793007,0.0002091245189082603,0.0011912254286557335,0.00034980657277920794,0.0013262887216457919,0.00041752410327107356,0.00018130034222200027,0.0009843530809700396,0.00045512767213515975,0.0013558912186036472,0.008741529800106682,0.13645054676561758,0.026790945788869654,0.0010512129676088387,0.000300791347998309,0.0024401026951873313,0.009241476747207725,0.00036488566047798146,0.011573724396925004
DRR127509,0.006527049445087484,0.00011315705226093173,0.00041143115706153275,0.0024910459800615327,0.00038785094956481113,0.002163272516901572,0.009414918907586676,0.011580675777594723,0.018929358579570035,0.024892195779923406,0.001908507018602588,0.001689746259177746,0.0005691145730866472,0.00042566563212020203,0.006867002117004993,0.0009489978417344434,0.17244904626608432,0.034497296636632986,0.010053838957001796,0.0002815387585520296,0.0045732868132908585,0.0017415559985420532,0.00011434222496030705,0.009136254945003449,0.0007932425506158593,0.013539413145017023,0.00015511199858269962,0.001931019277749497,0.0015015409651846503,0.050749549655471925,0.010285839233806372,0.0038808400812231645,0.20408243042612412,0.032045169071064986,0.058983315154719884,0.0007367506954107577,0.0005748621254480691,0.000863586884889852,0.00021352984824237522,0.015299899973323516,0.007484368680833353,0.0007961118783294562,0.004350596036640345,0.0006568783055133743,0.002110359850203321,0.0017904533395254145,0.006248914740496317,0.0012979836210822435,0.00010825244234026013,0.0013695961792066095,0.00017516215523839498,0.0011200611676863237,0.0010550788225448247,0.0014633195126668732,0.0013950800708119738,0.02520507569006793,0.0009152981815201966,0.0008960861038296831,0.015370404602244264,0.0026349707136179975,0.020695753404021834,0.014445849247474026,0.0006404692730709313,0.0006370055883887141,0.0005084239926111747,0.00015483714524965557,0.0062638686212234925,0.002838830832995609,0.0004938575575803443,7.75353334578955e-05,0.0032878543156209597,0.005090485301920699,0.012527704336671308,0.00946168595092339,0.00518076514017191,0.007933835870496717,0.01173017499911983,0.00022704270643477846,0.0007583356322964465,0.0009876893583222752,0.003948251697863596,0.0016099712197575429,0.035226837322062006,0.01513237182486818,0.022005476949902507,0.0005972354719503263,0.01424877779485007,0.0011173682283103894,0.00015547399422167495,0.0006282017981574623,0.00714072572132317
DRR127514,0.00032950816956725076,0.00025705712325620265,0.00031241831986270676,0.002061790764975974,0.00012354802949187313,0.000689344854132833,0.003121587499432426,0.035011562388539856,0.025179436219237038,0.0021932584793251473,0.0009622065674655048,0.00022618258782277294,0.00037019109120293075,0.0007037711121209973,0.004934837863283071,0.0073346953496478086,0.02507898654072483,0.004566962150643688,0.021588439422932815,0.0027724843500811207,0.009030679958401263,0.0008695598386422916,0.00027569697646018205,0.012434310959187879,0.0015236717009536492,0.016552669646529673,0.00025609150027552604,0.0006014165379689244,0.003954598818270815,0.0037482932966714125,0.01530847995458778,0.00974592449702508,0.344349608785643,0.0008805101941624073,0.02963277256785242,0.0016624350458704145,0.00028721588520935976,0.0011007248260163393,0.00024226268606254798,0.007465651782398979,0.003858001620418422,0.0013444358489234434,0.0031690264452320202,0.002242050838394217,0.0004199759329846567,0.00023983194938892146,0.014303147000282738,0.001149262232629568,0.0001553896017953539,0.001809413365776791,0.0005310614859196827,0.0019079196369907396,0.0001248017198531266,0.008216763141097753,0.0009972449141190621,0.0018404282192173828,0.026609617891357178,0.0008849978395601562,0.00894037871392626,0.00031568208487396015,0.0076454243254050714,0.0026662107939844884,0.0007156070671018212,0.00332855120168396,0.0016896998696948136,0.0005530202815316145,0.0018138536505228784,0.002092222327682662,0.00024172989652585747,4.1839879886113145e-05,0.00218005368457276,0.010078029253330574,0.0006630095465367755,0.005707700732019295,0.009707880892066945,0.012772818170886864,0.019817623989876805,0.0003162090951293391,0.00031858262688440564,0.0014641743630706497,0.002250740562537205,0.10388848296372,0.0027195856876405873,0.0021734954556375478,0.0676171492833752,0.001573340461517844,0.04677366746524097,0.0024091648142617918,0.0031617341341870987,0.0010542034199514099,0.005763919278858598
DRR127515,0.0007501551950755588,0.000287409835564336,0.0011707762205647569,0.028919426655729608,0.0161001534074307,0.06019821449664732,0.008913170755759422,0.013248597454455493,0.01966108846721126,0.0044738066866468916,0.0030646022649884795,0.007146493373511586,0.0006919952858273589,0.00023550482050089378,0.0028844298920874096,0.04246055198599963,0.005906122028970864,0.0015274995879748627,0.006051348570111429,0.00033838213913899706,0.0033753253966547635,0.00478469953805273,0.0019715459398039334,0.012533556409701354,0.0014274558440722654,0.0037417062385837214,0.00012280723395113345,0.00041671038542230094,0.0006458790916872002,0.002527305624606355,0.017816234629234054,0.013641604284651063,0.04872800382202777,0.0013698881130432081,0.1309050118427333,0.005564230156487984,0.0012115650403540315,0.003873421489309449,0.0004288139855745196,0.009447078445048253,0.00167167080343255,0.00032583609736428284,0.0025927197459942658,0.00031289665856015254,0.0039204955863234164,0.0005566411270934039,0.0005526193582273608,0.0006228241858604633,0.0027144268114150305,0.01579604234561473,0.0006003654176879628,0.005035267186896126,0.001250061965168896,0.01509801253495735,0.00287099606370621,0.02204364336842448,0.038802482487304245,0.015977830356370706,0.006661155552657274,0.004968067030943439,0.053146515004325844,0.025480233832883153,0.0006874808500009352,0.014505647421528494,0.0017556943301585894,0.00014720907369514383,0.0030068768187057854,0.013727134666740092,0.00039397416365258595,0.0001387775128676569,0.0012935891087080998,0.0036660232492431435,0.011874500625292933,0.01830469799098064,0.00794160250642992,0.008646244956418591,0.007515914485001033,9.223046722711082e-05,0.006623190528036387,0.0019141871525221908,0.0036550031609014037,0.0038547386852243,0.029839165987482433,0.002614172679106453,0.003388278181891804,0.001299928651784644,0.11705537879983438,0.01707478237951273,0.0001992542433220701,0.003151101047704546,0.006069844119618231
DRR127517,0.0018602837402309426,0.00029969985752918905,0.00029296207953682403,0.004098791365951127,0.0027981302639193927,0.00158427891926011,0.0026404205095312537,0.0023526372348937133,0.00635696780133264,0.0006065727513068896,0.0034199460470225704,0.00215007070291663,0.00029637290116758455,0.00037546135150237604,0.00438630971352405,0.014742876061116286,0.031066357977092094,0.005278461535776984,0.1262475811110934,0.000870705727326082,0.0030942502607421113,0.0007038697279832998,0.0002615779676778495,0.015460876732865558,0.002364882152795969,0.08699537949058676,9.058765709595548e-05,0.0005506509254602566,0.0008361987255933968,0.0420604914126911,0.0294210139267152,0.09638687256425364,0.013651615452388247,0.005994697687601484,0.011938422466645018,0.0008928649274219875,0.0001853817018998014,0.0008333614595237586,0.0020789285718732973,0.003476195590896595,0.0009071608339970423,0.0003919402260488328,0.0013458739705102122,0.00039056339473406783,0.007829979180905224,0.00018653153324919353,0.006029733226344775,0.0032472084675667042,0.00012645352818933117,0.007632035866525424,0.00023802956685739466,0.005960616742541988,0.0005526593388974345,0.09586301092525717,0.006661593515479258,0.044100659130018476,0.03807275332143413,0.002981165715037985,0.0031370405208355364,0.0009096996988461717,0.01800086244906218,0.03312840384181815,0.0006983623849873969,0.0015966885655106192,0.00010959349245628721,0.00013708084311838965,0.0005890414858993348,0.051378155841052195,0.0010147482942327497,0.00012683090939504674,0.0035174245819966665,0.0005326152104642895,0.007534406112060433,0.003995128911471154,0.003209733341608003,0.018249581583098924,0.0044731580607815565,0.00011826450453841957,0.0005515649199342446,0.0017912802502509052,0.009948900456425646,0.0035317279287962427,0.004935946787481205,0.04192454071460171,0.006116378763497447,0.0006763838969723925,0.00420654659799851,0.00757670550875184,0.0005398572450998085,0.001143351560401811,0.013079019198218671
